content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Keamanannya parah, akun dana saya kebobolan walaupun nominal ga seberapa tapi kalau begini terus bisa bangkrut ditambah sudah mengajukan laporan dari 3 hari yang lalu tapi belum ada perkembanganan apapun...",1,Negatif,keamanannya parah akun dana saya kebobolan walaupun nominal ga seberapa tapi kalau begini terus bisa bangkrut ditambah sudah mengajukan laporan dari  hari yang lalu tapi belum ada perkembanganan apapun,keamanannya parah akun dana kebobolan nominal ga bangkrut ditambah mengajukan laporan perkembanganan apapun,"['keamanannya', 'parah', 'akun', 'dana', 'kebobolan', 'nominal', 'ga', 'bangkrut', 'ditambah', 'mengajukan', 'laporan', 'perkembanganan', 'apapun']",aman parah akun dana bobol nominal ga bangkrut tambah aju lapor perkembanganan apa
Parah banget. Isi emoney pake dana. Transaksi berhasil tapi saldo tidak masuk. Susah menghubungi live chat. Tapi ga ada solusinya. Keamanan nya gimana ya ni aplikasi?? Tolong tindak lanjut nya dari dana.,1,Negatif,parah banget isi emoney pake dana transaksi berhasil tapi saldo tidak masuk susah menghubungi live chat tapi ga ada solusinya keamanan nya gimana ya ni aplikasi tolong tindak lanjut nya dari dana,parah banget isi emoney pake dana transaksi berhasil saldo masuk susah menghubungi live chat ga solusinya keamanan nya gimana ya ni aplikasi tolong tindak nya dana,"['parah', 'banget', 'isi', 'emoney', 'pake', 'dana', 'transaksi', 'berhasil', 'saldo', 'masuk', 'susah', 'menghubungi', 'live', 'chat', 'ga', 'solusinya', 'keamanan', 'nya', 'gimana', 'ya', 'ni', 'aplikasi', 'tolong', 'tindak', 'nya', 'dana']",parah banget isi emoney pake dana transaksi hasil saldo masuk susah hubung live chat ga solusi aman nya gimana ya ni aplikasi tolong tindak nya dana
"ah gimana si, masa sy beli paket data di suatu apk, metode pembayaran Pake dana, trs sehabis saya bayar padahal di apk itu transaksi gagal katanya, tapi saldo dana saya tetap terpotong gimana si ini develepor, udh laporan, tanggapan nya lama banget, kek ga di proses², ujung² nya saldo saya ilang hangus",2,Negatif,ah gimana si masa sy beli paket data di suatu apk metode pembayaran pake dana trs sehabis saya bayar padahal di apk itu transaksi gagal katanya tapi saldo dana saya tetap terpotong gimana si ini develepor udh laporan tanggapan nya lama banget kek ga di proses ujung nya saldo saya ilang hangus,ah gimana si sy beli paket data apk metode pembayaran pake dana trs sehabis bayar apk transaksi gagal saldo dana terpotong gimana si develepor udh laporan tanggapan nya banget kek ga proses ujung nya saldo ilang hangus,"['ah', 'gimana', 'si', 'sy', 'beli', 'paket', 'data', 'apk', 'metode', 'pembayaran', 'pake', 'dana', 'trs', 'sehabis', 'bayar', 'apk', 'transaksi', 'gagal', 'saldo', 'dana', 'terpotong', 'gimana', 'si', 'develepor', 'udh', 'laporan', 'tanggapan', 'nya', 'banget', 'kek', 'ga', 'proses', 'ujung', 'nya', 'saldo', 'ilang', 'hangus']",ah gimana si sy beli paket data apk metode bayar pake dana trs habis bayar apk transaksi gagal saldo dana potong gimana si develepor udh lapor tanggap nya banget kek ga proses ujung nya saldo ilang hangus
"Aplikasi Ini Tidak Dapat Digunakan,, Saya Mau Login Akun Dana Saya Malah Disuruh Update Aplikasi Ke Yang Terbaru,, Padahal Sudah Terbaru,, Lalu Disuruh Kirim Email Ke CS DANA, tpi sampai sekarang udh 6 hari gaa ada respon sama sekali!!",2,Negatif,aplikasi ini tidak dapat digunakan saya mau login akun dana saya malah disuruh update aplikasi ke yang terbaru padahal sudah terbaru lalu disuruh kirim email ke cs dana tpi sampai sekarang udh  hari gaa ada respon sama sekali,aplikasi login akun dana disuruh update aplikasi terbaru terbaru disuruh kirim email cs dana tpi udh gaa respon,"['aplikasi', 'login', 'akun', 'dana', 'disuruh', 'update', 'aplikasi', 'terbaru', 'terbaru', 'disuruh', 'kirim', 'email', 'cs', 'dana', 'tpi', 'udh', 'gaa', 'respon']",aplikasi login akun dana suruh update aplikasi baru baru suruh kirim email cs dana tpi udh gaa respon
Apk nya sering keluar sendiri..pas mau buka apk nya langsung keluar lagi..harus bberapa kali baru bisa..itupun sangat lemot..parahh nihh dana..,1,Negatif,apk nya sering keluar sendiripas mau buka apk nya langsung keluar lagiharus bberapa kali baru bisaitupun sangat lemotparahh nihh dana,apk nya sendiripas buka apk nya langsung lagiharus bberapa kali bisaitupun lemotparahh nihh dana,"['apk', 'nya', 'sendiripas', 'buka', 'apk', 'nya', 'langsung', 'lagiharus', 'bberapa', 'kali', 'bisaitupun', 'lemotparahh', 'nihh', 'dana']",apk nya sendiripas buka apk nya langsung lagiharus bberapa kali bisaitupun lemotparahh nihh dana
"Kecewa sekali dengan dana, saya top up dari alfa sampai saat ini belum masuk juga udah 2 hari, padahal saya sudah laporan lewat bantuan, tapi tetep saldo gak ada masuk juga, ini gimana? 500 rb bukan uang kecil bagi saya itu besar, payah, jangan gtulah!!!!",1,Negatif,kecewa sekali dengan dana saya top up dari alfa sampai saat ini belum masuk juga udah  hari padahal saya sudah laporan lewat bantuan tapi tetep saldo gak ada masuk juga ini gimana  rb bukan uang kecil bagi saya itu besar payah jangan gtulah,kecewa dana top up alfa masuk udah laporan bantuan tetep saldo gak masuk gimana rb uang payah gtulah,"['kecewa', 'dana', 'top', 'up', 'alfa', 'masuk', 'udah', 'laporan', 'bantuan', 'tetep', 'saldo', 'gak', 'masuk', 'gimana', 'rb', 'uang', 'payah', 'gtulah']",kecewa dana top up alfa masuk udah lapor bantu tetep saldo gak masuk gimana rb uang payah gtulah
Untuk dana bisnis pembayaran scan qris dari bank/aplikasi lain tolong prosesnya selesai dalam hitungan menit soalnya kalau mau ditarik saldonya tidak nunggu berapa hari. Bagi saya nunggunya terlalu lama.,5,Positif,untuk dana bisnis pembayaran scan qris dari bankaplikasi lain tolong prosesnya selesai dalam hitungan menit soalnya kalau mau ditarik saldonya tidak nunggu berapa hari bagi saya nunggunya terlalu lama,dana bisnis pembayaran scan qris bankaplikasi tolong prosesnya selesai hitungan menit ditarik saldonya nunggu nunggunya,"['dana', 'bisnis', 'pembayaran', 'scan', 'qris', 'bankaplikasi', 'tolong', 'prosesnya', 'selesai', 'hitungan', 'menit', 'ditarik', 'saldonya', 'nunggu', 'nunggunya']",dana bisnis bayar scan qris bankaplikasi tolong proses selesai hitung menit tarik saldo nunggu nunggunya
"Kenapa setiap mau claim dana kaget selalu diarahin ke playstore dulu??? dan waktu mau tarik saldo dabis padahal sudah vermuk selalu gagal?? udah di update malah bikin ribet dan bingung, dana udah gak kayak dulu lagi deh T__T ini mengganggu banget buat jualan..",1,Negatif,kenapa setiap mau claim dana kaget selalu diarahin ke playstore dulu dan waktu mau tarik saldo dabis padahal sudah vermuk selalu gagal udah di update malah bikin ribet dan bingung dana udah gak kayak dulu lagi deh tt ini mengganggu banget buat jualan,claim dana kaget diarahin playstore tarik saldo dabis vermuk gagal udah update bikin ribet bingung dana udah gak kayak deh tt mengganggu banget jualan,"['claim', 'dana', 'kaget', 'diarahin', 'playstore', 'tarik', 'saldo', 'dabis', 'vermuk', 'gagal', 'udah', 'update', 'bikin', 'ribet', 'bingung', 'dana', 'udah', 'gak', 'kayak', 'deh', 'tt', 'mengganggu', 'banget', 'jualan']",claim dana kaget diarahin playstore tarik saldo dab vermuk gagal udah update bikin ribet bingung dana udah gak kayak deh tt ganggu banget jual
"Lagi urgent banget mau kirim uang, malah suruh nunggu 24 jam, padahal transaksi baru 1 kali itu di hari itu, alhasil uangnya gabisa diapa2in selama 24 jam, dan akhirnya harus pinjem uang temen.",1,Negatif,lagi urgent banget mau kirim uang malah suruh nunggu  jam padahal transaksi baru  kali itu di hari itu alhasil uangnya gabisa diapain selama  jam dan akhirnya harus pinjem uang temen,urgent banget kirim uang suruh nunggu jam transaksi kali alhasil uangnya gabisa diapain jam pinjem uang temen,"['urgent', 'banget', 'kirim', 'uang', 'suruh', 'nunggu', 'jam', 'transaksi', 'kali', 'alhasil', 'uangnya', 'gabisa', 'diapain', 'jam', 'pinjem', 'uang', 'temen']",urgent banget kirim uang suruh nunggu jam transaksi kali alhasil uang gabisa diapain jam pinjem uang temen
"Ribet banget aplikasinya Minta cara reset lupa PIN malah di berbelit"" Sudah gitu tidak fast respon lama banget padalmah tinggal kirim kode otp ke ponsel nomer tersebut kenapa harus berbelit"" ribet banget aplikasi aduhh dana saya sudah tidak bisa di pakai karna lupa pin mana ada saldonya lagii",1,Negatif,ribet banget aplikasinya minta cara reset lupa pin malah di berbelit sudah gitu tidak fast respon lama banget padalmah tinggal kirim kode otp ke ponsel nomer tersebut kenapa harus berbelit ribet banget aplikasi aduhh dana saya sudah tidak bisa di pakai karna lupa pin mana ada saldonya lagii,ribet banget aplikasinya reset lupa pin berbelit gitu fast respon banget padalmah tinggal kirim kode otp ponsel nomer berbelit ribet banget aplikasi aduhh dana pakai karna lupa pin saldonya lagii,"['ribet', 'banget', 'aplikasinya', 'reset', 'lupa', 'pin', 'berbelit', 'gitu', 'fast', 'respon', 'banget', 'padalmah', 'tinggal', 'kirim', 'kode', 'otp', 'ponsel', 'nomer', 'berbelit', 'ribet', 'banget', 'aplikasi', 'aduhh', 'dana', 'pakai', 'karna', 'lupa', 'pin', 'saldonya', 'lagii']",ribet banget aplikasi reset lupa pin belit gitu fast respon banget padalmah tinggal kirim kode otp ponsel nomer belit ribet banget aplikasi aduhh dana pakai karna lupa pin saldo lagi
saya mengalami kendala ketika ingin menarik saldo dana bisnis saya via qriz tetapi setiap kali saya mau tarik saldo tersebut mengalami gangguan seperti menunggu load yang sama padahal jaringan saya sudah bagus dan aman,1,Negatif,saya mengalami kendala ketika ingin menarik saldo dana bisnis saya via qriz tetapi setiap kali saya mau tarik saldo tersebut mengalami gangguan seperti menunggu load yang sama padahal jaringan saya sudah bagus dan aman,mengalami kendala menarik saldo dana bisnis via qriz kali tarik saldo mengalami gangguan menunggu load jaringan bagus aman,"['mengalami', 'kendala', 'menarik', 'saldo', 'dana', 'bisnis', 'via', 'qriz', 'kali', 'tarik', 'saldo', 'mengalami', 'gangguan', 'menunggu', 'load', 'jaringan', 'bagus', 'aman']",alami kendala tarik saldo dana bisnis via qriz kali tarik saldo alami ganggu tunggu load jaring bagus aman
"Sistem sedang sibuk terus. Upgrade ke premium ribeet ,,, apk eror lemot . Mohon perbaiki jangan di biarkan terus,,, merepotkan pengguna saja . Chat CS susah banget sllu otomatis ,,, benerin dong ,, jngn mlah ribetin kita pengguna",1,Negatif,sistem sedang sibuk terus upgrade ke premium ribeet  apk eror lemot  mohon perbaiki jangan di biarkan terus merepotkan pengguna saja  chat cs susah banget sllu otomatis  benerin dong  jngn mlah ribetin kita pengguna,sistem sibuk upgrade premium ribeet apk eror lemot mohon perbaiki biarkan merepotkan pengguna chat cs susah banget sllu otomatis benerin jngn mlah ribetin pengguna,"['sistem', 'sibuk', 'upgrade', 'premium', 'ribeet', 'apk', 'eror', 'lemot', 'mohon', 'perbaiki', 'biarkan', 'merepotkan', 'pengguna', 'chat', 'cs', 'susah', 'banget', 'sllu', 'otomatis', 'benerin', 'jngn', 'mlah', 'ribetin', 'pengguna']",sistem sibuk upgrade premium ribeet apk eror lot mohon baik biar repot guna chat cs susah banget sllu otomatis benerin jngn mlah ribetin guna
Tiba tiba saja HP saya tidak bisa login ke akun dana saya. Saya sangat kecewa Katanya harus update ke versi Terbaru Setelah saya update . Tetap saja login ppun tak bisa sama sekali,1,Negatif,tiba tiba saja hp saya tidak bisa login ke akun dana saya saya sangat kecewa katanya harus update ke versi terbaru setelah saya update  tetap saja login ppun tak bisa sama sekali,hp login akun dana kecewa update versi terbaru update login ppun,"['hp', 'login', 'akun', 'dana', 'kecewa', 'update', 'versi', 'terbaru', 'update', 'login', 'ppun']",hp login akun dana kecewa update versi baru update login ppun
"Pelayanan & Customer service tidak memadai. Komplain kegagalan transaksi & refund saldo tidak ada feedback, Baik itu lewat email telpon. Lemah terhadap penanganan masalah yang terjadi di pengguna apk, tidak recommended",1,Negatif,pelayanan  customer service tidak memadai komplain kegagalan transaksi  refund saldo tidak ada feedback baik itu lewat email telpon lemah terhadap penanganan masalah yang terjadi di pengguna apk tidak recommended,pelayanan customer service memadai komplain kegagalan transaksi refund saldo feedback email telpon lemah penanganan pengguna apk recommended,"['pelayanan', 'customer', 'service', 'memadai', 'komplain', 'kegagalan', 'transaksi', 'refund', 'saldo', 'feedback', 'email', 'telpon', 'lemah', 'penanganan', 'pengguna', 'apk', 'recommended']",layan customer service pada komplain gagal transaksi refund saldo feedback email telpon lemah tangan guna apk recommended
"Aplikasi dana makin lama makin hancor. Sering kendala sama transaksi,transaksi saya diproses 23jam ..geratis ongkir juga terbatas ,aplikasi bwaan lemot. Saat kendala bingung mau menghubungi pihak CS dana nya .. tolong perbaiki lagi. Tks~~",4,Positif,aplikasi dana makin lama makin hancor sering kendala sama transaksitransaksi saya diproses jam geratis ongkir juga terbatas aplikasi bwaan lemot saat kendala bingung mau menghubungi pihak cs dana nya  tolong perbaiki lagi tks,aplikasi dana hancor kendala transaksitransaksi diproses jam geratis ongkir terbatas aplikasi bwaan lemot kendala bingung menghubungi cs dana nya tolong perbaiki tks,"['aplikasi', 'dana', 'hancor', 'kendala', 'transaksitransaksi', 'diproses', 'jam', 'geratis', 'ongkir', 'terbatas', 'aplikasi', 'bwaan', 'lemot', 'kendala', 'bingung', 'menghubungi', 'cs', 'dana', 'nya', 'tolong', 'perbaiki', 'tks']",aplikasi dana hancor kendala transaksitransaksi proses jam gerat ongkir batas aplikasi bwaan lot kendala bingung hubung cs dana nya tolong baik tks
"mantap lah buat ATM online bayar juga praktis ga perlu bawa-bawa uang lagi kesana kemari, cuma tolong dong buat kerja sama, sama Indomaret biar top-up nya gampang hehe",5,Positif,mantap lah buat atm online bayar juga praktis ga perlu bawabawa uang lagi kesana kemari cuma tolong dong buat kerja sama sama indomaret biar topup nya gampang hehe,mantap atm online bayar praktis ga bawabawa uang kesana kemari tolong kerja indomaret biar topup nya gampang hehe,"['mantap', 'atm', 'online', 'bayar', 'praktis', 'ga', 'bawabawa', 'uang', 'kesana', 'kemari', 'tolong', 'kerja', 'indomaret', 'biar', 'topup', 'nya', 'gampang', 'hehe']",mantap atm online bayar praktis ga bawabawa uang kesana kemari tolong kerja indomaret biar topup nya gampang hehe
"Sangat2 kapok pake aplikasi ini, tadinya isi pulsa dan nomornya salah, padahal belum konfirmasi akhir, tapi saldonya sudah dipotong aja, ketika minta refund katanya sudah di refund padahal belum sama sekali, lebih teliti transaksi disini",1,Negatif,sangat kapok pake aplikasi ini tadinya isi pulsa dan nomornya salah padahal belum konfirmasi akhir tapi saldonya sudah dipotong aja ketika minta refund katanya sudah di refund padahal belum sama sekali lebih teliti transaksi disini,kapok pake aplikasi isi pulsa nomornya salah konfirmasi saldonya dipotong aja refund refund teliti transaksi,"['kapok', 'pake', 'aplikasi', 'isi', 'pulsa', 'nomornya', 'salah', 'konfirmasi', 'saldonya', 'dipotong', 'aja', 'refund', 'refund', 'teliti', 'transaksi']",kapok pake aplikasi isi pulsa nomor salah konfirmasi saldo potong aja refund refund teliti transaksi
"Beli paketan bayar lewat dana, pas diliat didana nya transaksi berhasil tapi nggak masuk²paketan nya malah dikurangin duitnya doang, udah di laporin dari 3 hari yang lalu sampe sekarang belum sama sekali di proses, kecewa parah sama dana",1,Negatif,beli paketan bayar lewat dana pas diliat didana nya transaksi berhasil tapi nggak masukpaketan nya malah dikurangin duitnya doang udah di laporin dari  hari yang lalu sampe sekarang belum sama sekali di proses kecewa parah sama dana,beli paketan bayar dana pas diliat didana nya transaksi berhasil nggak masukpaketan nya dikurangin duitnya doang udah laporin sampe proses kecewa parah dana,"['beli', 'paketan', 'bayar', 'dana', 'pas', 'diliat', 'didana', 'nya', 'transaksi', 'berhasil', 'nggak', 'masukpaketan', 'nya', 'dikurangin', 'duitnya', 'doang', 'udah', 'laporin', 'sampe', 'proses', 'kecewa', 'parah', 'dana']",beli paket bayar dana pas liat dana nya transaksi hasil nggak masukpaketan nya rangin duit doang udah laporin sampe proses kecewa parah dana
Sekiranya di DANA bisa di tambahkan fitur CETAK STRUK Maka akan sangat membantu dan mempermudah saya dalam bertransaksi. Di harapkan kedepannya sudah ada fitur CETAK STRUK TRANSAKSI. Terima Kasih.,5,Positif,sekiranya di dana bisa di tambahkan fitur cetak struk maka akan sangat membantu dan mempermudah saya dalam bertransaksi di harapkan kedepannya sudah ada fitur cetak struk transaksi terima kasih,dana tambahkan fitur cetak struk membantu mempermudah bertransaksi harapkan kedepannya fitur cetak struk transaksi terima kasih,"['dana', 'tambahkan', 'fitur', 'cetak', 'struk', 'membantu', 'mempermudah', 'bertransaksi', 'harapkan', 'kedepannya', 'fitur', 'cetak', 'struk', 'transaksi', 'terima', 'kasih']",dana tambah fitur cetak struk bantu mudah transaksi harap depan fitur cetak struk transaksi terima kasih
Kenapa saya tidak bisa upgred ke dana premium.sudah saya coba beberapa kali tetap saja tidak bisa.ini sangat mengecewakan dan sangat menghambat transaksi saya.tolong perbiki secepatnya,1,Negatif,kenapa saya tidak bisa upgred ke dana premiumsudah saya coba beberapa kali tetap saja tidak bisaini sangat mengecewakan dan sangat menghambat transaksi sayatolong perbiki secepatnya,upgred dana premiumsudah coba kali bisaini mengecewakan menghambat transaksi sayatolong perbiki secepatnya,"['upgred', 'dana', 'premiumsudah', 'coba', 'kali', 'bisaini', 'mengecewakan', 'menghambat', 'transaksi', 'sayatolong', 'perbiki', 'secepatnya']",upgred dana premiumsudah coba kali bisaini kecewa hambat transaksi sayatolong bik cepat
"Benar2 mengecewakan. Selalu minta upgrade. Udah di upgrade giliran mau transaksi minta upgrade lagi. Pada akhirnya upgrade gagal, dan tdk bisa transaksi",2,Negatif,benar mengecewakan selalu minta upgrade udah di upgrade giliran mau transaksi minta upgrade lagi pada akhirnya upgrade gagal dan tdk bisa transaksi,mengecewakan upgrade udah upgrade giliran transaksi upgrade upgrade gagal tdk transaksi,"['mengecewakan', 'upgrade', 'udah', 'upgrade', 'giliran', 'transaksi', 'upgrade', 'upgrade', 'gagal', 'tdk', 'transaksi']",kecewa upgrade udah upgrade gilir transaksi upgrade upgrade gagal tdk transaksi
"Saldo di dana tiba tiba hilang saat pemindahan dari hp lama ke hp yang baru padahal masih menggunakan akun, nomor, email yang sama. Mohon segera diperbaiki dan ditindaklanjuti, sebelum konsumen kecewa berat dan menghapus serta tidak menggunakan lagi aplikasi tersebut.",1,Negatif,saldo di dana tiba tiba hilang saat pemindahan dari hp lama ke hp yang baru padahal masih menggunakan akun nomor email yang sama mohon segera diperbaiki dan ditindaklanjuti sebelum konsumen kecewa berat dan menghapus serta tidak menggunakan lagi aplikasi tersebut,saldo dana hilang pemindahan hp hp akun nomor email mohon diperbaiki ditindaklanjuti konsumen kecewa berat menghapus aplikasi,"['saldo', 'dana', 'hilang', 'pemindahan', 'hp', 'hp', 'akun', 'nomor', 'email', 'mohon', 'diperbaiki', 'ditindaklanjuti', 'konsumen', 'kecewa', 'berat', 'menghapus', 'aplikasi']",saldo dana hilang pindah hp hp akun nomor email mohon baik ditindaklanjuti konsumen kecewa berat hapus aplikasi
"semakin mengecewakan aplikasi dana sekarang, udh top up tapi uang nya tidak masuk kedalam aplikasi dana. sangat"" mengecewakan, sudah berkali"" saya mengalami ketidak nyamanan seperti ini",1,Negatif,semakin mengecewakan aplikasi dana sekarang udh top up tapi uang nya tidak masuk kedalam aplikasi dana sangat mengecewakan sudah berkali saya mengalami ketidak nyamanan seperti ini,mengecewakan aplikasi dana udh top up uang nya masuk kedalam aplikasi dana mengecewakan berkali mengalami ketidak nyamanan,"['mengecewakan', 'aplikasi', 'dana', 'udh', 'top', 'up', 'uang', 'nya', 'masuk', 'kedalam', 'aplikasi', 'dana', 'mengecewakan', 'berkali', 'mengalami', 'ketidak', 'nyamanan']",kecewa aplikasi dana udh top up uang nya masuk dalam aplikasi dana kecewa kali alami tidak nyaman
"Buat para pengguna lebih baik gk usah pakai dana. Unistal aja apk ini, error gak jelas, pin gk pernah di ubah, tiba2 salah terus, gak jelas ini,",1,Negatif,buat para pengguna lebih baik gk usah pakai dana unistal aja apk ini error gak jelas pin gk pernah di ubah tiba salah terus gak jelas ini,pengguna gk pakai dana unistal aja apk error gak pin gk ubah salah gak,"['pengguna', 'gk', 'pakai', 'dana', 'unistal', 'aja', 'apk', 'error', 'gak', 'pin', 'gk', 'ubah', 'salah', 'gak']",guna gk pakai dana unistal aja apk error gak pin gk ubah salah gak
"Hampir tiap saat di update,tapi gak ada peningkatan yg signifikan,malah makin lamban,,bahkan sampai sekarang gak bisa untuk menghapus riwayat transaksi,,riwayat transaksi cuma jadi sampah",2,Negatif,hampir tiap saat di updatetapi gak ada peningkatan yg signifikanmalah makin lambanbahkan sampai sekarang gak bisa untuk menghapus riwayat transaksiriwayat transaksi cuma jadi sampah,updatetapi gak peningkatan yg signifikanmalah lambanbahkan gak menghapus riwayat transaksiriwayat transaksi sampah,"['updatetapi', 'gak', 'peningkatan', 'yg', 'signifikanmalah', 'lambanbahkan', 'gak', 'menghapus', 'riwayat', 'transaksiriwayat', 'transaksi', 'sampah']",updatetapi gak tingkat yg signifikanmalah lambanbahkan gak hapus riwayat transaksiriwayat transaksi sampah
"semakin ngaur , kirim uang ke bank tertunda hampir beberapa hari sudah laporan tidak ada tanggapan , email hanya membalas pertanyaan yang itu-itu saja hingga saat ini uang tidak kembali dan sangat slow respon padahal taun-taun sebelumnya tidak pernah ada kendala",1,Negatif,semakin ngaur  kirim uang ke bank tertunda hampir beberapa hari sudah laporan tidak ada tanggapan  email hanya membalas pertanyaan yang ituitu saja hingga saat ini uang tidak kembali dan sangat slow respon padahal tauntaun sebelumnya tidak pernah ada kendala,ngaur kirim uang bank tertunda laporan tanggapan email membalas ituitu uang slow respon tauntaun kendala,"['ngaur', 'kirim', 'uang', 'bank', 'tertunda', 'laporan', 'tanggapan', 'email', 'membalas', 'ituitu', 'uang', 'slow', 'respon', 'tauntaun', 'kendala']",ngaur kirim uang bank tunda lapor tanggap email balas ituitu uang slow respon tauntaun kendala
"Kenapa selalu loading saat menambahkan dana ke pembayaran google playstore, loading Mulu, Gonta ganti kartu tetap aja loading, pake WiFi tetap aja loading, sinyal full batang, terus 4G, dan saat mau bayar top up pake dana, malah ke apk terus nggk bisa melakukan pembayaran, gua liat tutor YouTube nggak ada kyk gua, walaupun ada di coment sama kyk gua",2,Negatif,kenapa selalu loading saat menambahkan dana ke pembayaran google playstore loading mulu gonta ganti kartu tetap aja loading pake wifi tetap aja loading sinyal full batang terus g dan saat mau bayar top up pake dana malah ke apk terus nggk bisa melakukan pembayaran gua liat tutor youtube nggak ada kyk gua walaupun ada di coment sama kyk gua,loading dana pembayaran google playstore loading mulu gonta ganti kartu aja loading pake wifi aja loading sinyal full batang g bayar top up pake dana apk nggk pembayaran gua liat tutor youtube nggak kyk gua coment kyk gua,"['loading', 'dana', 'pembayaran', 'google', 'playstore', 'loading', 'mulu', 'gonta', 'ganti', 'kartu', 'aja', 'loading', 'pake', 'wifi', 'aja', 'loading', 'sinyal', 'full', 'batang', 'g', 'bayar', 'top', 'up', 'pake', 'dana', 'apk', 'nggk', 'pembayaran', 'gua', 'liat', 'tutor', 'youtube', 'nggak', 'kyk', 'gua', 'coment', 'kyk', 'gua']",loading dana bayar google playstore loading mulu gonta ganti kartu aja loading pake wifi aja loading sinyal full batang g bayar top up pake dana apk nggk bayar gua liat tutor youtube nggak kyk gua coment kyk gua
"Aplikasinya ga beres, masa tiap mau transaksi harus upgrade terus. Sudah begitu servernya sibuk jadi ga bisa upgrade lagi, parah",1,Negatif,aplikasinya ga beres masa tiap mau transaksi harus upgrade terus sudah begitu servernya sibuk jadi ga bisa upgrade lagi parah,aplikasinya ga beres transaksi upgrade servernya sibuk ga upgrade parah,"['aplikasinya', 'ga', 'beres', 'transaksi', 'upgrade', 'servernya', 'sibuk', 'ga', 'upgrade', 'parah']",aplikasi ga beres transaksi upgrade servernya sibuk ga upgrade parah
"Minus banget ini aplikasi!!! Di saat org urgent disitu juga dia ga bisa login,mana uang gw disitu buat bayar tagihan,soal bgt nyesel bgt pake aplikasi lemot ini!!! Mending gausa pada download deh!!",1,Negatif,minus banget ini aplikasi di saat org urgent disitu juga dia ga bisa loginmana uang gw disitu buat bayar tagihansoal bgt nyesel bgt pake aplikasi lemot ini mending gausa pada download deh,minus banget aplikasi org urgent disitu ga loginmana uang gw disitu bayar tagihansoal bgt nyesel bgt pake aplikasi lemot mending gausa download deh,"['minus', 'banget', 'aplikasi', 'org', 'urgent', 'disitu', 'ga', 'loginmana', 'uang', 'gw', 'disitu', 'bayar', 'tagihansoal', 'bgt', 'nyesel', 'bgt', 'pake', 'aplikasi', 'lemot', 'mending', 'gausa', 'download', 'deh']",minus banget aplikasi org urgent situ ga loginmana uang gw situ bayar tagihansoal bgt nyesel bgt pake aplikasi lot mending gausa download deh
"Laporan Top Up Saya yang enggak masuk. TIDAK ADA perkembangan nya sama sekali. Sudah lapor via email, dari aplikasi via Pusat Resolusi Chat Diana, mau via apalagi kelen suruh? . Tidak ada perkembangan nya sama sekali, jangan kelen tengok nilai nya. Tapi kesiapan aplikasi nya...tak recomended kali aplikasi nya utk transaksi keuangan. Kalo ada minus bintang, ku kasi minus ini.",1,Negatif,laporan top up saya yang enggak masuk tidak ada perkembangan nya sama sekali sudah lapor via email dari aplikasi via pusat resolusi chat diana mau via apalagi kelen suruh  tidak ada perkembangan nya sama sekali jangan kelen tengok nilai nya tapi kesiapan aplikasi nyatak recomended kali aplikasi nya utk transaksi keuangan kalo ada minus bintang ku kasi minus ini,laporan top up masuk perkembangan nya lapor via email aplikasi via pusat resolusi chat diana via kelen suruh perkembangan nya kelen tengok nilai nya kesiapan aplikasi nyatak recomended kali aplikasi nya utk transaksi keuangan kalo minus bintang ku kasi minus,"['laporan', 'top', 'up', 'masuk', 'perkembangan', 'nya', 'lapor', 'via', 'email', 'aplikasi', 'via', 'pusat', 'resolusi', 'chat', 'diana', 'via', 'kelen', 'suruh', 'perkembangan', 'nya', 'kelen', 'tengok', 'nilai', 'nya', 'kesiapan', 'aplikasi', 'nyatak', 'recomended', 'kali', 'aplikasi', 'nya', 'utk', 'transaksi', 'keuangan', 'kalo', 'minus', 'bintang', 'ku', 'kasi', 'minus']",lapor top up masuk kembang nya lapor via email aplikasi via pusat resolusi chat ana via kelen suruh kembang nya kelen tengok nilai nya kesiap aplikasi nyatak recomended kali aplikasi nya utk transaksi uang kalo minus bintang ku kasi minus
"stlah di update kocak,, tiba"" nge bug di bagian mau tarik saldo ga bisa di tap, mending kaga usah di update malah bikin ribet",1,Negatif,stlah di update kocak tiba nge bug di bagian mau tarik saldo ga bisa di tap mending kaga usah di update malah bikin ribet,stlah update kocak nge bug tarik saldo ga tap mending kaga update bikin ribet,"['stlah', 'update', 'kocak', 'nge', 'bug', 'tarik', 'saldo', 'ga', 'tap', 'mending', 'kaga', 'update', 'bikin', 'ribet']",stlah update kocak nge bug tarik saldo ga tap mending kaga update bikin ribet
"Sekarang mah aplikasi nya gakepake. Mau transfer ke bank aja gabisa heran, error di simpan dan lanjut, ga berubah2 terus aja sudah 3 hari. akhirnya uang ga isa di transfer.",1,Negatif,sekarang mah aplikasi nya gakepake mau transfer ke bank aja gabisa heran error di simpan dan lanjut ga berubah terus aja sudah  hari akhirnya uang ga isa di transfer,mah aplikasi nya gakepake transfer bank aja gabisa heran error simpan ga berubah aja uang ga isa transfer,"['mah', 'aplikasi', 'nya', 'gakepake', 'transfer', 'bank', 'aja', 'gabisa', 'heran', 'error', 'simpan', 'ga', 'berubah', 'aja', 'uang', 'ga', 'isa', 'transfer']",mah aplikasi nya gakepake transfer bank aja gabisa heran error simpan ga ubah aja uang ga isa transfer
