content,score,Label
"Keamanannya kurang banget. Waktu top up salah nomor, nomor yg bersangkutan belum pasang dana tapi tetap masuk. Waktu minta transfer balik dia ga bisa, karena belum bikin akun dan harus di upgrade dulu setelah bikin. Alhasil duitnya hangus. Padahal uangnya ga sedikit 🥲",1,Negatif
"udah bertahun-tahun pakai DANA tapi makin kesini makin lemot app nya .. ku kira karna harus update , ternyata sehabus update pun tetep aja lemot , server sering error . tolong dong diperbaiki lgi .. jangan makin hari makin buruk gini 🙏",2,Negatif
"Saya membeli paket data Transaksi berhasil tapi paket data saya tidak masuk saya sudah menulis laporan 2hari yang lalu tapi sampai saat ini belum ditanggapi, bagaimana ini dimohon ditangani secepatnya ya!!",1,Negatif
"saya pengguna lama dana, dana masih yang ternyaman sampe saat ini, kalo pada bilang saldo pada suka hilang, coba cek kamu langganan apa wkwk, masalah lemot?mungkin hp anda yg jadul, di saya gapernah ada kendala, thx saya hanya memberi review yg jujur 👍",5,Positif
"BOBROK, AMPAS, SAMPAH. udah keseringan nih, Transaksi berhasil, tapi tidak sampai ke rekening tujuan, udah e-mail dan udah complain lewat ""CHAT"" malah ada respon sama sekali.Udah 3 hari uang ngegantung ga tau kemana.",1,Negatif
"dana emang yg terbaik ,,ga perlu repot2 mau ngirim uang ke sodara ke teman ,yg penting ada saldo nya ,,dan 1 lagi ,top ap di Alfa mau berapa banyak kita top ap ,,tidak ada biyaya sama se x ,Poko nya apk DANA ,ITS the best",5,Positif
Jelek sekali aplikasi ini sudah upgrade tapi di tolak udah nunggu lama perlu cepet jg. Benar bnr jelek ni aplikasi. JELEK SEJELEKNYA,1,Negatif
"Transaksi saya ter cancel lebih dari 24 jam, sedangkan saldo sudah terpotong. Setiap kali coba chat ke AI nya, jawabannya selalu sama disuruh menunggu. Yg saya herankan, apakah tidak ada niatan dari pengembang apk Dana untuk memperbaiki tanggapan ataupun keluhan dari pengguna ? Ataukah memang pihak apk Dana sendiri merasa kalau pengguna itu tak perlu direspon jika punya masalah dalam transaksi ?",1,Negatif
"verifikasi dana premium gagal.! kendala verifikasi, padahal semua data sudah lengkap dan jelas semua dikirim, internet dan jaringan aman lancar. disuruh menunggu, 3, sampai 5 hari, padahal dana mau segera dipakai untuk transaksi.! mohon segera diperbaiki.!",1,Negatif
"Aplikasi gak jelas, transfer aja harus nunggu sampe 5hari, udah gitu gak bisa di batalin transaksinya! Udah livechat di balesnya gitu doang, gak ada kejelasan!!",1,Negatif
Sangat tidak aman.. saldo mudah sekali pindah ke no lain tanpa memasukkan pin(phising) ajukan komplain pun uang tidak bisa kembali ( 3jt raib bgtu saja ),1,Negatif
"Makin kesini makin kesana, udah update jaringan oke tapi lemot, di klik kirim mau masukin nomer gak muncul2 kolomnya, giliran di pencet banyak biar cepet muncul malah jadi spam kolom nomernya muncul terus..haddehhh",1,Negatif
"gimana cara makenya , maksa banget buat ngasih data pribadi ktp buat bisa akses transfer , kominfo kemana? gak ada tindak lanjut nih ? pengambilan data",1,Negatif
"Makin kesini makin kacau ni aplikasi dana, masa reset/kluar sendiri pas login lagi ada notif no ini sudah digunakan oleh pengguna lain kan ga nyambung, tolong pihak aplikasi dana bereskan masalahnya",2,Negatif
"🥰 aku turunkan bintang nya karena ada beberapa transaksi yg berhasil namun uang nya atau pulsanya tidak masuk, saya pantau kedepannya jika terlihat kembali baik akan saya tambah lagi bintang nya",1,Negatif
"Lucu sih, dalam pembelian bisa doble gitu. Mana saldonya juga di potong pula. Udah ngepotong saldo orang malah di lempar ke orang lain.",1,Negatif
"Padahal sudah daftar premium kak, tiba tiba transaksi gak bisa lagi di suru daftar lagi, teus pas daftar lagi nomor nik sudah terdaftar ke akun lain katanya 😆😆😆 sudah top up juga hhhmmmm cs nya looowwwwww bet dah 🤣🤣🤣🤣, enjoy your application dude",1,Negatif
"Force close terus kenapa ya? Saya sampe harus ganti kata sandi lagi tapi masih tetep force close. Udah update juga masih force close. Jaringan dan kondisi hp aman, di update malah makin error.",1,Negatif
"Aplikasi ga berguna, masa saldo bisa kebobol sendiri tanpa di sadari, buat kalian yg mau nyoba pake dana, mending ga usah dehhhh, sebelum nyesel nantinya..",1,Negatif
"Disuruh masukin pin padahal baru login, gimana masukin nya coba login aja belom pernah Disuruh update, padahal kagak ada update di play store lawak nih apk dana Sangat mengecewakan",1,Negatif
"Saya kasih bintang 4 karena tidak ada opsi pembayaran selain lewat DANA dimana harus top-up dahulu baru bisa bayar tiketnya. Akan jauh lebih baik bila ada banyak opsi pembayaran seperti via virtual account bank, dan metode pembayaran lainnya",4,Positif
aplikasi ampassss...kecewa bgt..pelayanan pengaduan lambat harus nunggu 2hari....dapan TF dah berhasil saldo g nambah....jangan pernah pakai DANA sblm terlambat...brosurnya aja yg bagus kenyataanya ngampass,1,Negatif
"Aplikasi dana sekarang sudah tidak seperti dulu, saya kehilangan saldo rekening saya tanpa ada notifikasi ataupun kode ottp. Sudah buat laporan sana sini tetap saja disuruh tunggu, sudah 10 hari tanpa ada kejelasan. Semoga ini dibaca dan diperbaiki lagi untuk sistem kemanannya, karena pelanggan itu nomor 1 dan kalian harus menjaganya. Terima kasih",1,Negatif
"Sangat mengecewakan sekali, saldo hilang gak jelas udah transfer di riwayat dalam proses terus, CS juga sama tidak ada solusi yang jelas suruh nunggu terus. Bentar lagi bakal aq hapus aja ganti ewalet yg lain, ini seperti penipuan yg awal"" Bagus lama"" Jadi jelek banget.",1,Negatif
"Saya sudah lama menggunakan dana, tapi saya sangat kecewa ketika transaksi saya gagal dan pengembalian dananya tidak masuk ke rekening. Mohon ditinjau lebih lanjut lagi terkait pelayanannya, karena ini sangat mengurangi kepercayaan pada dana. Terimakasih",2,Negatif
"Aplikasi nya si bagus, HANYA YANG JELEK PELAYANAN NYA. BAIK ITU PELAYANAN VIA EMAIL,LIVE CHEAT DAN CALL CENTER SEMUA PELAYANAN NYA JELEK.",1,Negatif
"Mengeluhkan tidak menjamin saldo kembali, yg sudah terpotong otomatis tanpa andannya transaksi dri user pengguna, ke amanan akun sangat mengecewakan.",1,Negatif
Jangan mudah percaya sama promonya.kirim uang juga bisa tiba2 gagal.padahal sebelumnya statusnya berhasil.Tapi di rekening tujuan tidak ada masuk.,1,Negatif
"Knpa skrg udah banyak update malah sering hang aplikasinya, susah banget masuk ke akun warna tampilannya abu2 semua. sekarang mau login akun sendiri aja susah, otp kaga masuk2",1,Negatif
dulu gw suka banget ama aplikasi n..karena cepet . tapi sekarang seperti aplikasi sampah pada umumnya..kebanyakan fitur yang gak jelas.lemoottnya minta ampun. csnya di hubungin sama lemotnya seperti aplikasinya. pokoknya serbaa lamaaaaa....developernya kalo liat ulasan ini.tolong ganti csnya yang lemot lemot ituu..,1,Negatif
"Kenapa ya dari kemarin saat mau isi saldo dari rekening selalu sistem sedang sibuk terus, gmn mau transaksi melalui dana kalau begini? Tolong dong dana di perbaiki.",1,Negatif
sangat berguna untuk transaksi di zaman serba digital selain rekening bank...karena DANA lebih simpel dan komplit...tingkatkan terus aplikasi ini ya?,5,Positif
"kacau, server lemot parah, kalau tranasaksi pakai qris juga sering banget ""server sibuk"", dan itu buat transaksi jadi kacau. sinkronisasi juga lambat, jadi sering salah paham. padahal jaringan lancar terus, aneh. saran saya coba diperbaiki lagi servernya, biar transaksi dan ini jadi lebih mudah, ngga bikin kesulitan kaya gini.",1,Negatif
"Semakin diperbarui. Semakin lemot .. mulai versi 33 smp saat ini versi 34. Sy kira dr 33 ke 34 menjadi lbh baik. Trnyata tidak. Klaim daget, sm kyk versi 33. Lbh sering stag di beranda . Jd harus klik 2 x utk bs terbuka halaman daget. Itupun sll seringkali kehabisan waktu. Tolong lah pikirkan pemakai HP muddle-end yg mayoritas dipakai kaum pedaget .... Beda jauh operasional versi seblm 33 ... Versi lama : LANCAR. TDK ADA KEJADIAN STAG DI BERANDA. KLAIM CUKUP 1X KLIK ... 👎👎",1,Negatif
Semakin kesini kek ampas bgt nih aplikasi dana nomor aktif cuma lupa pin doang eh malah di masukin pertanyaaan aneh padahal dana saya belum premium tolong di bereskan kalo lupa pin di buat bisa masukan kode otp lagi dong payah.,1,Negatif
"aplikasi rusak, server lemot, sering gangguan, makin kesini makin gajelas, kalo masih blm ada perbaikan mending pindah ke apk sebelah, gausah di banyakin event, perbaiki dulu servernya biar ga lemot, biar ga nyusahin pas lagi transaksi",1,Negatif
"Aplikasi makin lama makin lemot di buka, jaringan 4G+ masih aja loading lama buka dana, buka aplikasi lain lancar lancar aja",1,Negatif
"Saya pengguna baru.. mula"" gk ada masalah.. tapi semakin kesini"" dh lemot"" buka apk susah.. harus nunggu dan extra sabar sampai dengan waktu yg tidak di tentukan.. kalau isi saldo nya juga lama baru masuk.. kalau bisa kami sebagai pengguna APK DANA.. jangan lah di kecewakan.. ini masalah uang boss.. uang boss.. semoga Mimin mengerti..🙏🙏🙏",5,Positif
Knpa sekarang jd gk karuan app nya.. dulu sangat membantu skali tp makin kesini saya gk bisa isi saldo.. dan gk bisa nyimpan kartu rekening saya . .. eror trus ayolaaahh permudah jngn di persulit,1,Negatif
"Bayar listrik transaksi ganda uang gak dikembalikan karena transaksi berhasil, padahal DANA sendri yang ngasih notif transaksi belum diselesaikan. Dan DANA gak ngembaliin pembayaran listrik yang jelas jelas ganda dan saya SS bukti pembayaran nya.",1,Negatif
"Aplikasi apaan ini ,akun saya gabisa login padahal saya sudah berusaha buat menghubungi CS Dana lewat email sudah mau 1 bulan tidak ada kelanjutan dari pihak dana terkait akun saya yg tidak bisa di buka ,padahal di akun saya masih ada saldo dengan jumlah yg lumayan banyak tapi tidak ada dari pihak dana untuk tanggung jawab terhadap akun saya ,saya sudah coba email beberapa kali pun tidak ada jawaban ,apa apaan ini aplikasi,balikin uang saya woy",1,Negatif
"Gak jelas , udah keluar mau masuk LG gak bisa malah d suruh update , sdh di update , masih jg disuruh email ke help@ dana.id balasanya malah msh banyak yg blom ditangani keluhannya , mau masuk aja gak bisa...",1,Negatif
"Kenapa masa upgrade DANA tidak dapat di gunakan,di suruh nunggu 2 hari Parah...,bagaimana usaha mau lancar klo gini😇 Hadeh makin ga jelas... Lewat chat ga jelas... Email g jelas... Lewat WA makin ga jelas... Dach 4 hari akun dana ga bisa gunakan... Tapi berharap mah tetap berharap mudah2 cepat bisa gunakan lagi",1,Negatif
Aplikasi apa2 an ni... Gak bisa transaksi.. Percuma top up bisa giliran mau di pake gak bisa itu duit... Gangguan system melulu... Gak jelasssssss,1,Negatif
"Kok sudah di instal,sudah di masuk kan kode nya tapi gk bisa di buka, sudah ber ulang ulang,kok menciptakan stres jadi nya padahal setiap nomor verifkasi yg di kirim berubsh ubah ,tetap saya masuk kan tapi gk juga ,apa memang sistem nya harus seperti ini",5,Positif
"Parah ni dana setelah saya tarik tunai dari aplikasi Snack video 8 ribu ke akun dana di data berhasil tapi saldo saya tidak bertambah tiba2 keluar sendiri suruh masuk ulang, pas di masukin ulang no yang saya biasa pakai tidak bisa masuk lagi...kacau ni kalau top up hilanglah uang ku kalau top up. Masuk aja ngk bisa gagal terus... Ayo kawan2 kita kompak turunkan rating dana ke 2 koma saya sampai sekarang tidak dapat masuk, tidak masuk akal tiba2 aja log out",1,Negatif
"Bener banget guys,,,,dana premium gagal,, berkali kali gagal,,baru isi saldo mo bayar cicilan,,suruh upgrade premium dulu,,, akhirnya jatuh tempo terus kena denda gara gara dana gk bisa upgrade premium,,telp sampe buang duit beli pulsa,kirim email,ke cs jawabannya cuman suruh nunggu,,nunggu sampai kapan,,tuh saldo penting banget mo di pake buat bayar cicilan,sampe kena denda,,coba pikir,,udah susah di bikin susah..",1,Negatif
Dari pagi sudah kirim persyaratan untuk ganti nomer sampai malam ga ada info lagi.. Kirim via email.. Ga ada info smpe sekarang.. Fix.. Ga pake dana lagi,1,Negatif
Dana saya tiba2 ga bisa transaksi. Transfer ga bisa. Pake qris pun ga bisa disuruh hubungin cs tapi gak ada respon sm skli makin parah padahal saldo lumayan didana,1,Negatif
"Ini bagaimana aplikasi dana setelah saya logout,tidak bisa dibuka lagi,suruh di update,padahal dana saya sudah update aplikasi terbaru,,,tolong perbaiki secepatnya...",1,Negatif
"Kagak jelas nih bikin aplikasi, masa bulan kmarin ada transaksi google 309.000 2x kemarin 43.000 hari ini 65.000 ( Anda telah bertransaksi google ) padahal gue kagak pernah berlangganan apapun, udah gue cek di playstore di apapun juga kagak ada yg dikaitkan, parah banget harusnya kalo ada transaksi tuh jelas keterangan nya berlangganan apa, inimah minta bantuan malah robot yg jawab terus ERROR !! KAGAK JELAS Mending pake Ovo🤬",1,Negatif
"Mohon maaf, kak. Seiring dengan aplikasi yang terus berkembang (update) tolong juga untuk proses loadingnya agak sedikit ditingkatkan lagi. Soalnya ketika hendak melakukan transaksi itu mengalami lag (stuck) terlebih dahulu. Semoga bisa diperbaiki. Saya yakin pasti bisa 🙏",2,Negatif
Mengapa dana paylater saya belum muncul padahal saya sudah upgrade ke premium masih belum muncul juga padahal aku suka banget sama sama fitur dana paylater kepada pihak dana yang terhormat tolong munculkan kembali dana paylater🥺😭,5,Positif
Mengecewakan. Padahal cuma hapus history nomor beli cepat. Sudah hubungi live gak gak respond. Komplain via Whatsapp gak bisa. Udah gak usah nyuruh komplain via e-mail. Saya sudah terlanjur kecewa. 😖,1,Negatif
"Saya tidak bisa transfer ke bank mana pun. Selalu muncul notif ada yang salah dengan jaringan saya. Cache sudah di hapus bahkan data saya reset ulang, Uninstal, log out log in kembali, ganti jaringan wifi ke jaringan jaringan seluler begitu sebalik nya semua sudah di lakukan tetapi sama saja tidak bisa. Ketika di komen balasan nya selalu ke pusat bantuan. Memang fast respon tapi keluahan nya tidak teratasi sama sekali. Butuh waktu berapa lama untuk memproses nya ? 1 Abad ?",1,Negatif
"Semangat berkarya smoga semakin sukses sehat&bahagia bertambah barokah dimudahkan segala urusan dan saling support, 🙏🏻 terimakasih DANA untuk saya yang tidak punya kartu transaksi (e-money...), mohon perbaiki kinerja sistem nya, saya tidak bisa buka aplikasi DANA,dan saya sudah mengikuti aturan,dan belum bisa kebuka, aplikasi di update tidak bisa, mohon pencerahannya, terimakasih",5,Positif
Saya baru saja kehilangan uang sebesar 52.170 akibat kelalai pihak dana yang membayar langganan tagihan Tampa konfirmasi dari pemilik akun padahal saya tidak pernah melakukan pembayaran Tampa konfirmasi dari saya selaku pemilik akun. jika ini terus terjadi maka saya mengajak teman teman untuk berhenti menggunakan aplikasi ini. Sebeb suatu saat mungkin bukan cuman 52.170 tetapi lebih banyak lagi Kepada pihak dana mohon konfirmasi dan penjelasannya,1,Negatif
Aplikasi bangke.... ga bisa top up padahal belum limit.... bikin apk harus nya servernya yg bagus... gangguan terus... bikin susahhh.. mending ke apk lain...,1,Negatif
"aplikasinya mantap,tidak repot2 ke bank buat rekening dgn berjuta persyaratannya,, Aplikasi dana mantap nyo poolll,..apalagi bagi kami yang ada di pedalaman papua, sangat2 membantu,,👍👍👍👍👍👍👍",5,Positif
Verifikasi ke premium gagal teross.. di chat robot nya juga ga dilayanin saya. Alhasil uang saya terjebak di DANA tidak bisa saya apa apain lg gara2 harus verifikasi ke premium. Ribet pokoknya mending pake dompet digital yg laen.,1,Negatif
"Tolong dana, tindak lanjuti laporan aduan saya.. saya sudah top up tiba tiba saldo hilang ada transaksi tidak dikenal, sudah kirim laporan aduan lengkap tapi kenapa tidak ada tindak lanjutnya.. ditingkatkan pelayanannya untuk customernya Hati hati nasabah yang menggunakan dana silahkan berfikir ulang, tidak ada penyelesaian masalah disini",1,Negatif
Akun saya kena spam pin dan akhirnya muncul tulisan (akun belum bisa dipakai). Coba hubungi CS lewat email ataupun jejaring sosial sama aja gak ada respon. Penanganan yang sangat memalukan. Menyesal gue pakai aplikasi ini.,1,Negatif
"Gimana sihh, pas pendaftaran foto selfie bilang nya koneksi internet terus. Yang padahal saya pakai wifi bagus"" Aja jaringan lancarr. Di persulit sekaliii!",1,Negatif
"saran sy pembayaran dari transaksi QRIS lewat aplikasi lain dibuat bisa langsung masuk ke rekening / saldo dana tanpa menunggu lama karena para UMKM modal kecil butuh mutar uang cepet, juga bnyk pembeli yg pake macam2 aplikasi",1,Negatif
"Ewalet paling jelek di banding dengan yg lain, saya tf uang ga masuk tapi saldo saya hilang. Sering banget uang saya hilang gara2 transaksi pakai aplikasi ini . Maaf mau saya hapus aja aplikasi nya. Kecewa saya pernah install dan daftar aplikasi ini",2,Negatif
"Aplikasi ini bagus, saran saya mohon segera di perbaikin ada beberapa fitur yg memang tidak berfungsi seperti di pembayaran PDAM itu beberapa daerah sudah tidak berfungsi.",5,Positif
"Ga rekomen banget pake dana, 300rb uang hilang begitu saja, dan ternyata sudah banyak di komentar uang yg hilang di akun dana. Makasih sebelumnya dana, engga² lagi saya pake ini aplikasi untuk bertransaksi",1,Negatif
Ribet.. Udah upgrade premium.. Gagal.. Harus hubungi castamer servis.. Di hubungi di mintak data. Udah 3hari. Masih aja belum bisa. Untung suami ngirim saldo dikit,1,Negatif
"Saya pengguna lama,terakhir saya transfer ke bank BCA ,mengapa harus menunggu transaksi selama 1 x 24 jam untuk di setujui? tidak ada alasan yang jelas!. Tujuan nya apa coba? DANA semakin tidak jelas! Tidak ada kemajuan!.saya kecewa.",1,Negatif
Saya saranin kalo mau pembayaran kartu kredit mending jangan pakai e walet dana.. lama masuknya.. itu juga kalo masuk kalo engga ya wasalam..,1,Negatif
"Sering terjadi sistem sibuk, setelah topup ga langsung masuk, pemberitahuan udah ada tp saldo masih blum nambah, tolong dong diperbaiki udah beberap kali kaya gini mulu, sering gangguan. Di live chat pun tidak merespon",1,Negatif
"Buruk sekali!!! ini kenapa saya baru isi saldo tiba"" terkirim tanpa sebab tiba"", saldo saya habiss tolong dong ini masa iya error"", terus atau sengaja uang customer di telan seperti itu ( saldo saya hilang padahal belum melakukan transaksi apapun )",1,Negatif
"Tgl 29/04 akun dana saya masih bisa dibuka, lalu saya top up saldonya, akan tapi pada saat saya mau buka lagi di tgl 03/05/2023 saya tidak bisa login, dgn tulisan ""Nomor sudah terdaftar atas pengguna lain, mohon periksa kembali"". Saya hub CS via telp menurut nya nomor saya telah di ganti. Dan infonya juga kalo di tgl 29/04, ada penggunaan dri saldonya. Jadi saran saya jangan coba2 top up saldo, karena dgn mudahnya yg nge hack merubah nomor, tpi tidak ada verifikasi sedikit pun ke nomor sblmnya",1,Negatif
"Lama lama Jd semakin jelek banget apa2nya, ribet,Jd ada potongan besar sekali + mau upgrade susah banget Poto KTP susaaah masuknya,,ada terlihat sedikit modusnya (UNINSTAL)",1,Negatif
Sudah 2 kali saldo saya disedot dana dengan seenak jidat Padahal setiap transaksi saya verifikasi muka. Tiba2 saldo bisa hilang diambil dana . Walaupun cuma 32 rb tapi itu uang cape bro,1,Negatif
"Kenapa di tahun 2023 Dana malah eror,padahal dulu ini apk luar biasa. Tolong di perbaiki. Mau Trasfer susah banget apk yang MENGECEWAKAN PARAH 😡.. Yg balas bot gak ada gunanya hadeh",1,Negatif
Kurang respon kalo ada komplain saya komplain mengenai transaksi saya sudah 2 hari tidak ada respon sama sekali..sangat mengecewakan sebagi pengguna yg selalu aktif pemakaian ny,2,Negatif
"gak ikhlas gua, beli voucher malah gak bisa di pake saat melakukan pembelian. Padahal udah sesuai dengan syarat minimal pembelian. Emang ni dana ga jelas sistem nya. Kalo komplain ke cs pasti di suruh hapus cache atau update aplikasi aneh banget ke cs Indihome. Ga profesional banget. Makasih.",1,Negatif
"Saya ubah dulu, karena saldo TOP UP saya belum masuk2 sejak jumat, Just info, Aplikasi live chat nya tidak merespon saat anda sudah menginformasikan keluhan...... Jadi percuma saja ada fitur live chat.... Sudah telp berkali2 tp tetap saja jawabannya ""sedang di tindak lanjutin""",1,Negatif
"Baru dowload, kenapa selalu ada kesalaham pas masukin akum email, dan ada tulisan tidak ada koneksi dilobby, padahal koneksi aman an aja, mojonnperbaiki",2,Negatif
Tiap beli pulsa selalu kena begal proteksi layar karena otomatis ikut pembayaran kalau lupa hapus centang proteksi layar. Menurut saya ini merugikan dan terkesan menjebak. Fitur gak guna yang menurut saya harus dihilangkan di menu pembelian pulsa. Terima kasih.,1,Negatif
"Iklannya dimana mana tetapi penanganan oleh customer service nya begitu lama ,menunggu dan menunggu .transferan status berhasil tetapi tidak ada penambahan dana ,dari pentranfer juga sejumlah dana yang di trasfer sudah terpotong ,sampai lebih 4 hari ini belum ada kejelasan uang akan kembalikan. di suruh menunggu dan menunggu begitu terus jawaban nya .saya mengharapkan dana nya Bisa di kembalikan .karena segitu buat kami dana yang besar ,.",1,Negatif
"Saya baru isi saldo malah ga bisa dipakai untuk Transaksi, bayar pulsa gagal terus. Sudah install ulang, pas mau login malah suruh update aplikasi terbaru. Sudah kirim email ke dana help, tapi ga sampai selesai. Minta reset pin, ga dikirim2 sama adminnya",1,Negatif
"Aplikasi dana, BURUK!!!!!! akun dana saya kenapa tiba2 jaadi tidak PREMIUM???? Padahal sebelumnya akun saaya sudah premium dan bisa transaksi tarik, kirim uang ke rekening ataupun yang lainya,, sekarang tiba2 kembali tidak premium,, uang saya yg ada di aplikasi tidak bisa di tarik,, mana tanggung jawabnya??? Mau kontak ke bantuan ga bisa, selalu sibuk",1,Negatif
"Aplikasinya makin gak bener. Harus dilaporin k pemerintah biar ditindak. Bnyak yg gk pda bisa narik uangnya, transfer gk bisa,,dipake bayar2 juga gak bisa",1,Negatif
"Pak kok pencarian untuk kirim ke teman slalu loading trus, susah di buka,,,, Itu terjdi setelah habis di updete,,,, Mohon di perbaiki pak untuk masalah seperti itu, jadi mau kirim dana ke teman gk bisa,,,,",1,Negatif
"Maaf pihak devoleper, kenapa apk dana saya tidak bisa di upgrade ke premium, Saya sudah coba beberapa langkah yg di sarankan Namun tetap saja sulit dan tidak bisa.",1,Negatif
"Sangat mengecewakan, mau ubah jadi Dana premium permintaan verifikasi KTP dan selfie di tolak terus, bahkan sampai pinjem hp kakak pun juga gitu. Tolong diperbaiki dan jangan di persulit mungkin saldo yang gue punya gak seberapa tapi, gue butuh buat bayar paketan, emang nya lu mau bayarin. Awalnya yang punya ekspektasi, bakal gampang bayar apapun jadi amat sangat kecewa. Padahal KTP belum pernah masuk ke akun mana pun, foto selfie juga udah bener.",1,Negatif
Buat teman2 yg mau isi pulsa.. sy sarankan beli di ewallet lain.. sy kapok menyesal beli di sini.. beli pulsa mau dibuat urusan penting tapi dari jam 8 malam smpe besok sorepun pulsa tidak masuk.. gak akan lg sy beli2 pulsa di dana...,1,Negatif
"Sudah menunggu 2x24jam,saldo tidak masuk. Sudah menunggu balasan yang katanya saldo akan di proses tapi sampai saat ini tidak ada kelanjutan nya. Sudah berkali kali konfirmasi tapi tetap tidak ada balasan. Cukup kecewa, padahal baru pakai DANA tapi sudah langsung dikecewakan dengan tindakan tim nya",1,Negatif
"Akun premium nomor lama saya pindahkan akun tersebut ke nomor Baru, saldo nya hilang 150rbu , padahal butuh banget sama uang itu. History pun ga ada juga. Curang bangeet. Gw butuh uang itu. Penipuan nama nya itu mah.",1,Negatif
"Sangat buruk banget banget. Gak bz log in krna lupa password. Sudah ajukan ke email, dari bbrp hari sebelum cuti bersama lebaran, sampai skrg 3 mei 2023 belom ada balasan dari email dana dan akun masih dibekukan..jd gak bisa ambil uang nya... gmn pertanggungjawabn nya ini dana????? Anda sangat mengecewakan...! SUDAH JELAS2 SAYA BILANG AKUN DIBEKUKAN, MASIH DISURUH LIVECHAT, BUKA APLIKASI SAJA TIDAK BISA. BAGAIMANA BISA BUKA APLIKASI DAN LIVE CHAT PAK? CBA JELASKAN KE SAYA CARANYA?",1,Negatif
"Dana harap perkuat data privasi para pengguna agar nyaman menggunakannya. Dan keamanan yang berlapis, karena akhir² ini saldo saya dicuri terus hampir 100k lebih, jika tidak di atasi oleh developer maka para pengguna tidak akan nyaman. Dan tolong berikan jaminan pengembalian dana bagi yang saldonya dicuri seperti saya dan orang lainnya. Saya dulu sangat nyaman tapi setelah saldo saya dicuri saya merasa resah.",1,Negatif
"Dana sekarang aneh, Entah kenapa saat saya mau login dana malah di suruh update ke versi terbaru padahal udah update, emang aneh dana sekarang saya kasih bintang 1, sangat mengecewakan sekali saat sedang di butuhkan malah bermasalah, mohon pihak dana di tinjau kembali",1,Negatif
"Hadeuh.... Aplikasi dana makin kesini makin kacau. Lemot, sering gangguan/eror. Padahal udah nyaman pake aplikasinya, tapi sekarang kacau deh.",1,Negatif
"Makin lama makin kacau,. Mau ganti nomor saja tidak bisa, Padahal nomor lama sudah tidak aktif, Mana hilang pula.!! Setiap saya coba pasti selalu gagal,!! Tolong dong diperjelas lagi.!!",1,Negatif
"Ini aplikasi bukannya meringankan masalah orang,malah buat orang bangkrut.... Aneh aplikasi nya, aplikasi apaan ini... Masa saldo sekian,tiap isi saldo saldo awal berkurang,tiap transaksi saldo awal juga berkurang,ga wajar aja nie aplikasi nya,bosan gua pake aplikasi ini makin miskis gua jadi nya",1,Negatif
"Makin update makin lemot masa log in harus nunggu 30 menit padahal jaringan bagus buat nonton video pun bagus buat log in ke dana 30 menit aplikasi yg sangat membagongkan , lain kali aku tunggu 1 jam blum muncul mau pindah Ewalet aja ke ovo",1,Negatif
"Tolong untuk pihak dana , kinerja dari apk nya lebih di tingkatkan lagi , karena di dalam apk nya selalu koneksi yg jadi permasalahan , padahal saya pake wifi di rumah , jadi bertransaksi juga susah",5,Positif
"aplikasi tidak aman,aku top up dana tidak masuk n di rek terpotong, n skrng kasus baru dana aku di curi di heck keamanan dana suda tidak bagus sepertinya orng dalam mulai nakal curi data n mainkn data suapaya bisa curi uang,kasus aku td siang top up 4.590.00 tiba"" aplikasi di block setalah bisa di buka uang hilng ternyata ada transaksi dana ke dana,kenapa bisa kebobol aplikasi DANA buruk,aku aharap yang lain jangn pakai DANA lagi sblm ada korban makin berjatuhan,ini permainan orng dalam",1,Negatif
"Aplikasi yg sangat bad sekali ! Saya top up e money pakai dana transaksi berhasil tapi saldo e money tidak bertambah , sudah di chat malah tidak ada kejelasan masuk kemana uang saya !",1,Negatif
"aaahh.. pengguna baru padahal gw di akun DANA, bukan dpt pelayanan yg baik dan bagus dari DANA malah KECEWA..isi saldo, dari pagi di ALFAMART sampai sore begini tdk bertambah saldo DANA gw..bagus ga banyak cuma 100rb.. coba kalo sampai jutaan.. apa kaga pusing gw..tolong lah DANA,di perbaiki aplikasi nya jangan begini (kurang baik/kurang bagus).. kalau pelayanan buruk begini, yakin pasti banyak kastamer/nasabah yg CABUT dan KECEWA dengan DANA..!",1,Negatif
"Sangat mengecewakan, saya transaksi emoney, keterangan transaksi berhasil tetapi saldo di kartu tidak bertambah, sudah konfirmasi melalui chat 1X24 jam blm ada jawaban. Via email & tlp CS pun sama suruh menunggu. Mau tunggu sampai kapan? Sampai kita lupa.. Sangat merugikan. Mending pakai aplikasi ewalet yang lain dah.",1,Negatif
Dana so asik. Padahal banyak banget gangguan nya terutama pada dana bisnis Untuk Respon pihak dana itu sama sekali tidak membantu. telpon cs nya aja cuma ngabisin pulsa. Tolong pihak dana kenapa saldo dana bisnis saya gak bisa di tarik muter² mulu padahal cuma saldo itu yang saya punya. Tolong dengarkan keluhan saya ini dana!!!,1,Negatif
"Yok ramai2 kasi bntg 1, biar gak ada lagi yg pakai aplikasi busuk ini, keamanan Dana semakin hari semakin lemah, saldo dana sering terpotong sendiri, banyak transaksi tidak di kenal, melapor tidak di tanggapi, kalo di tanggapi bilangnya transaksi dari 1 device yg sama terus akun di suruh di bekukan, pokoknya DANA sungguh sangat Mengecewakan.",1,Negatif
"Percuma top up, saldo tidak bisa digunakan transaksi, butuh upgread dana premium, tapi pas verifikasi gagal terus, 100.000 top up nganggur, buang buang duit di aplikasi ini",1,Negatif
